Date,btc,bitcoin,btc usd,btcusd,cypto,cryptocurrency,eth,ethereum,blockchain
1/1/2016,63,60,38,38,0,18,48,8,39
1/2/2016,72,61,31,100,0,33,47,6,43
1/3/2016,68,65,49,0,0,38,51,4,38
1/4/2016,81,69,62,0,51,28,63,5,39
1/5/2016,88,68,45,44,0,19,65,7,48
1/6/2016,80,65,64,0,0,33,66,11,46
1/7/2016,87,78,85,59,52,24,74,11,55
1/8/2016,86,73,64,30,53,44,84,8,58
1/9/2016,66,67,51,34,0,37,46,7,45
1/10/2016,70,63,39,0,0,31,54,7,32
1/11/2016,78,67,67,55,49,54,65,14,43
1/12/2016,76,65,42,0,0,32,57,9,49
1/13/2016,69,69,54,43,0,46,52,11,62
1/14/2016,78,65,48,28,0,33,57,11,60
1/15/2016,88,100,100,60,53,63,67,13,61
1/16/2016,88,98,60,32,0,37,50,12,40
1/17/2016,74,80,44,66,0,47,49,7,31
1/18/2016,100,79,64,59,0,37,59,17,49
1/19/2016,81,78,86,0,0,74,73,16,66
1/20/2016,92,85,75,43,51,66,65,15,63
1/21/2016,73,80,73,0,0,52,66,19,63
1/22/2016,76,73,82,75,0,48,74,13,76
1/23/2016,78,64,73,64,0,58,51,21,52
1/24/2016,73,66,48,0,0,37,47,30,52
1/25/2016,77,69,62,28,0,74,70,40,64
1/26/2016,76,67,67,29,0,60,81,32,70
1/27/2016,72,65,53,28,0,60,59,23,69
1/28/2016,70,72,52,30,0,56,71,28,65
1/29/2016,75,65,59,58,0,58,60,23,61
1/30/2016,70,58,41,34,0,48,50,18,49
1/31/2016,57,64,39,33,57,42,45,20,50
2/1/2016,74,62,51,0,0,45,58,20,74
2/2/2016,69,62,57,29,0,37,61,11,63
2/3/2016,71,63,47,28,100,42,58,15,54
2/4/2016,70,64,44,30,51,76,62,15,62
2/5/2016,70,57,47,30,0,59,55,19,67
2/6/2016,71,64,59,33,0,54,35,17,48
2/7/2016,61,63,49,0,0,54,47,18,51
2/8/2016,65,60,42,0,0,42,67,34,75
2/9/2016,75,63,62,44,0,33,64,38,64
2/10/2016,66,65,38,87,0,74,71,48,70
2/11/2016,74,67,53,43,0,56,81,48,74
2/12/2016,67,63,61,29,0,43,74,57,53
2/13/2016,63,58,60,33,0,79,42,43,40
2/14/2016,65,67,49,0,0,88,44,35,40
2/15/2016,79,72,63,56,50,55,72,39,59
2/16/2016,63,70,41,29,49,54,69,35,81
2/17/2016,77,72,74,29,0,42,69,31,91
2/18/2016,75,82,60,43,50,18,63,28,94
2/19/2016,74,75,65,44,0,28,60,26,76
2/20/2016,81,71,70,48,0,68,52,25,37
2/21/2016,78,75,65,65,0,21,51,27,60
2/22/2016,78,69,67,0,0,41,100,36,92
2/23/2016,83,68,71,57,49,63,90,41,81
2/24/2016,77,65,59,0,49,50,92,35,70
2/25/2016,86,66,67,28,0,55,75,41,82
2/26/2016,83,64,60,0,0,53,71,46,61
2/27/2016,75,62,64,33,0,26,47,36,37
2/28/2016,72,59,51,0,0,92,50,34,58
2/29/2016,79,65,62,27,48,58,81,38,58
3/1/2016,79,69,64,54,48,49,85,45,79
3/2/2016,60,68,46,27,0,59,85,56,100
3/3/2016,77,69,75,43,50,69,87,88,84
3/4/2016,72,65,64,0,51,56,66,63,81
3/5/2016,82,67,63,0,0,69,76,73,57
3/6/2016,72,66,59,47,56,72,46,64,49
3/7/2016,77,68,56,0,0,55,76,70,69
3/8/2016,71,66,73,0,0,59,81,55,67
3/9/2016,71,66,51,0,0,87,83,58,80
3/10/2016,74,61,52,88,0,64,74,61,78
3/11/2016,71,60,53,0,0,33,94,51,71
3/12/2016,67,57,62,0,0,80,59,89,54
3/13/2016,72,58,49,31,0,31,63,87,43
3/14/2016,80,68,46,28,0,83,81,100,68
3/15/2016,83,66,47,0,49,100,79,80,64
3/16/2016,81,61,55,29,49,68,74,73,74
3/17/2016,79,60,52,0,0,37,75,69,70
3/18/2016,78,59,51,0,0,87,58,69,56
3/19/2016,73,50,60,33,57,48,49,54,46
3/20/2016,62,53,51,33,0,52,44,62,55
3/21/2016,87,61,64,0,51,51,70,62,79
3/22/2016,68,62,43,28,100,60,83,57,76
3/23/2016,77,59,44,0,0,61,72,55,72
3/24/2016,67,60,50,0,0,25,77,40,79
3/25/2016,71,61,44,32,56,88,53,54,65
3/26/2016,70,56,44,0,0,56,39,57,48
3/27/2016,64,61,38,0,0,72,44,41,43
3/28/2016,74,66,71,0,0,58,47,96,73
3/29/2016,78,65,72,0,0,68,67,70,84
3/30/2016,76,62,56,28,50,32,70,63,78
3/31/2016,78,65,59,0,50,46,66,61,84
4/1/2016,35,28,17,0,0,25,67,27,50
4/2/2016,26,28,19,0,75,28,44,18,34
4/3/2016,29,28,17,22,0,35,53,15,30
4/4/2016,33,28,17,0,0,44,73,21,68
4/5/2016,34,29,21,0,0,33,79,25,72
4/6/2016,36,29,15,19,32,41,72,21,66
4/7/2016,31,28,21,0,0,50,75,17,62
4/8/2016,35,28,17,21,35,38,79,22,65
4/9/2016,35,28,19,0,0,29,47,19,40
4/10/2016,31,28,22,0,38,31,46,24,45
4/11/2016,33,31,20,20,0,49,64,16,74
4/12/2016,34,30,21,0,31,46,57,22,61
4/13/2016,33,27,22,0,66,41,67,19,72
4/14/2016,43,28,19,20,0,28,70,17,63
4/15/2016,35,28,17,21,0,35,73,16,58
4/16/2016,34,26,14,0,37,16,44,15,43
4/17/2016,27,26,15,0,36,44,61,15,42
4/18/2016,37,28,16,0,0,33,77,18,64
4/19/2016,33,28,18,0,0,39,84,21,74
4/20/2016,34,30,18,20,33,25,65,20,75
4/21/2016,33,31,19,0,0,25,60,19,62
4/22/2016,37,32,21,0,0,52,60,19,60
4/23/2016,35,30,21,0,0,22,45,16,43
4/24/2016,33,34,24,22,0,28,51,16,48
4/25/2016,35,33,17,19,0,46,75,16,78
4/26/2016,38,34,27,19,33,40,75,17,77
4/27/2016,41,33,26,0,0,22,70,14,72
4/28/2016,42,37,26,20,33,22,68,17,68
4/29/2016,34,31,20,0,35,32,55,13,71
4/30/2016,36,30,23,0,0,26,49,20,48
5/1/2016,35,29,18,23,37,22,51,21,50
5/2/2016,42,100,29,100,0,36,70,22,100
5/3/2016,38,60,23,0,100,30,78,19,100
5/4/2016,40,43,19,0,0,25,70,17,82
5/5/2016,36,45,21,0,35,45,45,19,84
5/6/2016,38,41,21,21,0,26,64,20,68
5/7/2016,34,35,21,0,0,36,39,14,58
5/8/2016,30,33,23,0,0,29,40,22,56
5/9/2016,35,37,23,20,0,34,78,17,80
5/10/2016,40,37,25,20,32,38,78,17,89
5/11/2016,37,35,22,0,0,51,61,22,80
5/12/2016,33,32,21,20,33,44,71,21,84
5/13/2016,37,33,23,20,0,40,64,26,89
5/14/2016,33,31,20,23,0,45,53,17,51
5/15/2016,32,31,17,0,0,44,45,19,61
5/16/2016,31,31,23,0,0,25,62,25,69
5/17/2016,36,31,20,0,0,38,80,28,88
5/18/2016,34,32,20,38,0,24,92,38,92
5/19/2016,35,33,22,0,34,56,71,43,82
5/20/2016,36,31,21,0,35,32,71,39,65
5/21/2016,34,28,18,0,79,36,51,32,42
5/22/2016,29,29,14,0,39,22,47,35,57
5/23/2016,33,31,16,0,0,46,89,29,65
5/24/2016,40,31,23,0,0,50,84,34,80
5/25/2016,40,31,23,0,0,28,77,36,79
5/26/2016,38,31,23,42,0,41,85,33,86
5/27/2016,36,35,23,0,0,47,71,29,73
5/28/2016,43,39,35,46,0,52,47,35,52
5/29/2016,46,45,34,47,39,63,68,23,42
5/30/2016,45,45,37,41,0,40,87,25,87
5/31/2016,49,45,38,20,0,55,84,28,80
6/1/2016,42,42,30,40,0,47,81,29,82
6/2/2016,38,36,27,20,34,51,79,30,80
6/3/2016,44,42,31,0,0,47,68,32,82
6/4/2016,46,42,31,24,0,30,46,27,60
6/5/2016,40,38,26,69,0,49,53,29,54
6/6/2016,44,43,33,0,0,36,87,24,100
6/7/2016,44,41,32,0,32,56,64,31,78
6/8/2016,42,38,35,20,0,25,76,23,89
6/9/2016,40,36,26,0,32,36,66,28,85
6/10/2016,41,36,27,0,0,35,63,24,79
6/11/2016,44,37,28,0,40,39,45,18,53
6/12/2016,56,53,47,45,37,35,53,27,51
6/13/2016,64,67,62,96,33,70,72,38,87
6/14/2016,60,56,42,39,32,30,84,40,92
6/15/2016,49,47,36,40,0,55,69,39,99
6/16/2016,64,62,53,40,0,70,76,42,100
6/17/2016,63,60,49,21,34,100,100,100,97
6/18/2016,62,52,51,47,0,76,84,87,72
6/19/2016,55,49,49,0,0,59,69,60,58
6/20/2016,59,52,49,60,0,71,93,55,86
6/21/2016,66,56,51,0,34,52,70,44,86
6/22/2016,66,50,43,60,34,76,72,52,94
6/23/2016,79,53,47,82,0,61,67,39,100
6/24/2016,100,77,100,42,35,66,60,31,64
6/25/2016,73,53,52,24,0,83,48,30,56
6/26/2016,72,44,45,47,0,52,56,25,51
6/27/2016,69,46,39,20,33,66,58,26,83
6/28/2016,73,46,38,60,0,62,88,28,80
6/29/2016,58,44,37,41,34,74,74,32,73
6/30/2016,56,44,33,20,0,46,64,29,85
7/1/2016,49,57,60,38,0,55,51,57,62
7/2/2016,48,53,58,100,0,62,39,51,38
7/3/2016,48,58,75,0,56,66,35,42,43
7/4/2016,42,53,40,38,49,42,56,60,65
7/5/2016,43,53,49,52,0,52,50,65,73
7/6/2016,43,53,55,0,0,49,57,48,55
7/7/2016,47,56,64,25,0,69,49,38,68
7/8/2016,51,57,55,27,0,47,50,37,69
7/9/2016,57,70,55,89,0,65,34,43,45
7/10/2016,51,59,53,58,0,45,31,46,45
7/11/2016,50,55,47,26,0,55,51,44,60
7/12/2016,44,49,57,0,48,44,55,32,66
7/13/2016,44,49,60,25,0,35,55,44,58
7/14/2016,44,47,32,24,94,56,44,41,64
7/15/2016,40,44,44,0,53,63,58,44,59
7/16/2016,38,41,47,30,59,52,27,32,34
7/17/2016,32,46,32,58,0,64,25,47,43
7/18/2016,35,45,48,25,0,49,47,43,60
7/19/2016,36,47,45,52,49,46,48,50,59
7/20/2016,34,45,45,39,0,68,50,74,64
7/21/2016,33,43,39,25,0,59,56,78,54
7/22/2016,31,40,44,52,0,60,48,75,61
7/23/2016,35,39,55,0,0,56,36,73,34
7/24/2016,31,41,46,29,0,45,43,82,40
7/25/2016,28,43,37,25,0,71,53,73,68
7/26/2016,36,45,45,49,74,93,60,100,64
7/27/2016,31,49,42,0,0,61,59,78,57
7/28/2016,36,44,39,25,52,65,55,71,61
7/29/2016,35,43,40,26,0,30,47,52,47
7/30/2016,31,41,31,29,0,45,34,61,41
7/31/2016,28,43,29,0,0,66,31,58,36
8/1/2016,42,48,48,51,0,48,45,51,55
8/2/2016,49,57,61,74,0,80,70,85,77
8/3/2016,55,100,100,75,0,58,58,85,70
8/4/2016,51,65,58,26,0,75,51,71,57
8/5/2016,55,52,37,0,0,66,48,41,58
8/6/2016,59,47,42,30,0,28,34,47,34
8/7/2016,55,48,50,30,0,47,39,45,39
8/8/2016,93,48,29,26,0,75,47,45,55
8/9/2016,100,46,36,0,52,58,48,55,59
8/10/2016,85,44,46,0,0,57,55,55,48
8/11/2016,74,40,41,27,0,61,47,55,58
8/12/2016,61,43,40,28,0,83,43,39,53
8/13/2016,65,38,39,30,61,58,31,39,34
8/14/2016,59,39,34,0,0,44,44,34,44
8/15/2016,59,44,40,28,0,45,51,37,66
8/16/2016,54,41,36,26,0,72,55,31,60
8/17/2016,64,40,32,0,0,38,50,27,53
8/18/2016,62,43,35,28,52,45,56,41,44
8/19/2016,66,41,39,28,0,64,46,44,44
8/20/2016,68,40,22,30,0,47,41,22,39
8/21/2016,69,38,37,63,0,51,46,28,43
8/22/2016,75,41,32,27,0,56,50,35,77
8/23/2016,74,44,27,26,53,47,49,38,76
8/24/2016,66,43,45,25,49,62,52,39,77
8/25/2016,64,43,39,0,51,55,48,40,83
8/26/2016,64,41,27,27,0,40,41,35,66
8/27/2016,68,42,27,0,0,71,32,34,45
8/28/2016,57,42,33,29,58,66,33,33,40
8/29/2016,52,43,36,0,50,81,57,41,58
8/30/2016,55,44,31,24,0,54,58,35,63
8/31/2016,52,42,36,25,100,75,55,28,65
9/1/2016,61,41,42,25,0,51,61,39,62
9/2/2016,57,40,36,25,0,46,55,38,63
9/3/2016,57,42,41,28,0,67,34,32,55
9/4/2016,59,48,29,28,55,62,45,34,51
9/5/2016,57,43,39,24,0,73,64,36,62
9/6/2016,56,42,40,25,97,68,68,31,60
9/7/2016,53,45,35,25,0,61,63,30,71
9/8/2016,56,48,50,24,48,89,47,33,77
9/9/2016,52,45,42,26,52,37,54,26,61
9/10/2016,55,46,43,29,0,59,41,31,49
9/11/2016,53,44,45,28,0,40,39,33,43
9/12/2016,49,45,45,0,0,45,69,42,66
9/13/2016,50,47,43,49,0,84,54,31,80
9/14/2016,51,42,34,0,49,90,50,28,67
9/15/2016,52,45,48,0,74,99,59,37,65
9/16/2016,51,45,43,25,50,97,52,37,62
9/17/2016,53,41,35,57,0,61,44,42,39
9/18/2016,50,43,37,27,55,77,54,53,45
9/19/2016,51,40,35,0,46,70,85,43,75
9/20/2016,49,45,36,0,46,65,100,65,82
9/21/2016,48,46,37,25,0,56,87,57,85
9/22/2016,44,42,42,37,94,100,88,59,68
9/23/2016,40,43,37,26,97,68,66,48,60
9/24/2016,42,41,40,0,0,58,51,41,39
9/25/2016,32,42,32,0,56,53,44,48,47
9/26/2016,35,44,44,24,48,80,85,41,75
9/27/2016,35,43,40,25,0,92,89,33,73
9/28/2016,30,41,25,0,47,74,78,33,77
9/29/2016,32,43,39,0,0,72,65,38,100
9/30/2016,33,42,30,0,48,67,70,33,62
10/1/2016,56,42,26,0,0,48,60,60,37
10/2/2016,52,40,26,0,0,48,61,66,38
10/3/2016,55,45,38,0,33,22,84,66,63
10/4/2016,60,45,39,0,0,58,90,70,69
10/5/2016,56,44,29,15,0,67,91,68,66
10/6/2016,60,44,37,50,0,53,91,73,70
10/7/2016,63,44,33,17,0,47,90,77,68
10/8/2016,62,43,29,0,0,47,56,62,46
10/9/2016,52,45,32,0,0,34,64,78,43
10/10/2016,54,44,27,16,0,60,87,71,70
10/11/2016,60,51,39,16,0,69,81,68,70
10/12/2016,60,54,36,0,0,51,73,74,90
10/13/2016,55,49,33,16,0,74,90,83,86
10/14/2016,58,46,21,0,0,44,86,85,70
10/15/2016,55,46,33,18,0,58,57,61,49
10/16/2016,48,42,34,18,38,62,59,72,47
10/17/2016,50,46,36,15,0,47,86,87,76
10/18/2016,53,47,28,0,0,71,95,83,77
10/19/2016,51,47,30,40,0,58,72,75,76
10/20/2016,47,48,36,31,0,75,75,72,73
10/21/2016,50,41,31,17,0,56,81,74,71
10/22/2016,47,46,31,19,0,53,55,57,50
10/23/2016,49,48,32,18,0,62,61,70,48
10/24/2016,59,48,42,16,0,56,79,66,74
10/25/2016,56,50,38,32,33,36,84,74,82
10/26/2016,58,50,36,16,0,52,69,64,90
10/27/2016,59,55,44,17,0,48,81,74,70
10/28/2016,60,59,48,0,0,62,80,73,65
10/29/2016,64,64,54,37,0,66,49,72,57
10/30/2016,55,58,44,19,0,79,59,57,53
10/31/2016,62,57,58,16,0,59,84,78,75
11/1/2016,64,61,46,16,0,65,73,100,78
11/2/2016,64,57,51,16,0,48,99,57,72
11/3/2016,61,62,43,16,34,54,82,76,74
11/4/2016,62,57,66,32,0,49,75,60,71
11/5/2016,57,60,40,18,0,52,53,77,52
11/6/2016,52,55,45,27,38,51,48,55,49
11/7/2016,61,56,48,0,33,76,75,76,77
11/8/2016,57,52,34,16,0,53,81,73,88
11/9/2016,74,78,75,36,30,45,83,68,67
11/10/2016,59,58,47,16,34,47,78,55,69
11/11/2016,58,55,48,33,35,36,80,64,66
11/12/2016,58,54,49,19,0,34,58,56,50
11/13/2016,54,54,41,0,0,61,70,61,48
11/14/2016,58,57,42,16,0,65,88,83,72
11/15/2016,60,56,49,47,0,43,88,64,79
11/16/2016,61,56,53,16,100,43,82,61,100
11/17/2016,63,61,49,24,0,52,82,67,90
11/18/2016,66,60,56,33,0,56,88,73,77
11/19/2016,62,56,42,18,0,87,45,55,59
11/20/2016,60,57,49,35,0,64,62,57,56
11/21/2016,58,58,45,16,0,31,77,72,87
11/22/2016,62,61,44,23,33,53,91,80,89
11/23/2016,63,59,43,16,33,56,81,66,85
11/24/2016,65,59,50,24,34,73,75,71,85
11/25/2016,67,57,51,0,0,62,79,54,72
11/26/2016,59,53,41,27,0,53,44,63,57
11/27/2016,56,56,36,17,0,47,51,60,53
11/28/2016,63,58,55,0,63,62,87,71,80
11/29/2016,58,58,53,15,31,61,80,81,79
11/30/2016,57,57,53,31,64,54,85,87,79
12/1/2016,64,59,61,16,0,46,76,75,85
12/2/2016,71,64,52,40,0,55,98,70,77
12/3/2016,57,58,42,17,0,49,53,59,52
12/4/2016,56,55,46,33,0,73,52,65,55
12/5/2016,66,62,46,14,0,82,100,91,83
12/6/2016,59,60,52,30,31,74,90,89,89
12/7/2016,64,59,52,23,95,64,84,91,91
12/8/2016,59,63,43,15,0,73,94,56,83
12/9/2016,55,55,35,31,0,61,70,60,80
12/10/2016,57,57,41,18,0,48,49,58,57
12/11/2016,53,52,39,17,36,49,54,48,51
12/12/2016,61,57,49,15,0,38,69,55,73
12/13/2016,58,62,45,0,0,75,74,62,83
12/14/2016,56,56,42,0,32,47,89,53,72
12/15/2016,63,57,58,16,0,31,87,48,81
12/16/2016,59,55,43,16,0,49,70,54,63
12/17/2016,61,58,47,18,0,28,39,38,47
12/18/2016,60,55,48,56,0,46,57,40,44
12/19/2016,67,59,46,15,0,51,77,72,77
12/20/2016,64,60,53,32,0,54,66,67,74
12/21/2016,79,72,56,24,0,60,69,72,71
12/22/2016,90,86,89,50,35,66,70,51,78
12/23/2016,92,100,93,34,36,100,61,71,64
12/24/2016,86,83,84,49,0,53,40,54,49
12/25/2016,74,76,75,100,0,48,43,61,45
12/26/2016,69,75,62,43,0,43,39,61,54
12/27/2016,90,88,68,41,0,60,61,53,65
12/28/2016,100,96,100,80,0,79,45,59,64
12/29/2016,94,93,91,99,0,71,61,88,65
12/30/2016,86,85,71,26,0,72,57,69,57
12/31/2016,70,73,66,19,0,56,33,50,44
1/1/2017,54,48,44,22,0,31,31,10,36
1/2/2017,77,81,68,18,0,49,43,14,55
1/3/2017,71,73,52,18,27,66,63,18,64
1/4/2017,93,85,71,27,54,69,56,19,72
1/5/2017,100,100,100,100,28,59,54,21,82
1/6/2017,85,87,80,83,28,54,63,17,67
1/7/2017,76,74,74,30,0,53,42,13,58
1/8/2017,66,65,55,10,0,55,44,13,50
1/9/2017,68,64,57,69,0,56,61,19,72
1/10/2017,59,57,46,26,0,45,50,12,80
1/11/2017,69,68,53,0,53,29,53,12,76
1/12/2017,71,68,66,26,0,53,49,18,77
1/13/2017,63,58,45,18,0,47,53,9,75
1/14/2017,61,51,48,20,31,33,50,11,49
1/15/2017,48,48,38,19,0,36,41,11,50
1/16/2017,59,49,40,26,0,45,58,12,57
1/17/2017,62,52,44,17,25,34,46,14,72
1/18/2017,59,52,49,0,0,37,55,15,73
1/19/2017,55,46,36,34,27,28,54,12,73
1/20/2017,54,47,35,9,26,36,55,11,70
1/21/2017,56,45,28,29,0,39,33,11,53
1/22/2017,55,45,34,19,0,41,47,9,45
1/23/2017,53,46,36,8,0,36,52,11,79
1/24/2017,61,48,44,17,100,42,50,11,81
1/25/2017,52,46,35,8,0,35,58,11,70
1/26/2017,50,44,37,0,0,44,42,10,78
1/27/2017,55,44,31,0,0,39,56,10,65
1/28/2017,50,42,30,0,59,41,39,9,50
1/29/2017,43,41,31,10,29,38,37,9,46
1/30/2017,50,44,32,17,25,35,53,8,64
1/31/2017,55,46,40,8,0,46,57,10,81
2/1/2017,57,50,40,25,0,32,57,9,74
2/2/2017,60,52,41,9,25,41,58,8,78
2/3/2017,56,52,41,9,0,20,51,12,63
2/4/2017,56,46,34,10,30,45,44,13,50
2/5/2017,52,48,35,19,29,40,40,9,49
2/6/2017,55,48,39,8,0,43,61,10,68
2/7/2017,58,51,43,8,25,42,52,12,74
2/8/2017,58,50,50,42,26,44,59,11,83
2/9/2017,63,59,49,0,0,34,55,12,81
2/10/2017,64,51,45,0,27,44,41,14,82
2/11/2017,58,47,28,38,0,32,33,10,49
2/12/2017,48,45,34,0,29,35,37,11,48
2/13/2017,50,46,35,16,24,27,60,9,81
2/14/2017,48,45,31,17,0,36,49,16,66
2/15/2017,54,45,36,8,0,35,72,15,84
2/16/2017,55,45,37,25,0,33,59,15,77
2/17/2017,56,49,30,0,25,55,52,17,69
2/18/2017,53,48,37,19,28,41,42,11,59
2/19/2017,49,44,27,10,0,34,39,11,49
2/20/2017,56,48,37,17,26,36,77,13,83
2/21/2017,60,56,43,25,0,36,67,15,78
2/22/2017,58,54,42,33,26,34,71,15,90
2/23/2017,64,59,40,26,25,50,62,15,85
2/24/2017,68,69,59,44,0,50,60,13,77
2/25/2017,59,58,43,39,29,36,41,16,57
2/26/2017,61,51,41,9,88,52,41,17,53
2/27/2017,64,54,46,0,25,38,81,21,85
2/28/2017,65,54,45,16,0,56,82,44,84
3/1/2017,68,58,45,8,0,45,71,30,92
3/2/2017,79,69,57,8,0,67,81,36,96
3/3/2017,80,93,60,26,0,62,65,42,86
3/4/2017,77,73,46,19,0,56,49,24,74
3/5/2017,65,61,40,0,0,39,53,25,63
3/6/2017,68,66,53,8,0,58,82,29,96
3/7/2017,70,70,55,24,0,53,57,27,96
3/8/2017,70,74,50,25,49,32,70,26,71
3/9/2017,70,69,52,17,25,37,67,23,83
3/10/2017,82,96,66,43,0,58,49,23,90
3/11/2017,76,78,71,58,0,51,47,22,58
3/12/2017,54,60,49,9,0,65,56,35,64
3/13/2017,70,64,54,15,47,73,98,62,79
3/14/2017,64,59,44,8,24,86,72,44,90
3/15/2017,67,58,50,17,0,66,88,50,90
3/16/2017,67,63,45,17,25,98,100,90,97
3/17/2017,95,63,58,9,52,100,99,100,78
